"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Haryana","Charki Dadri","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-07","2022","10","0.113937891","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-08","2022","10","4.5509515373","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-09","2022","10","25.2227679016","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-10","2022","10","1.5554589273","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-11","2022","10","0.0033843089","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-12","2022","10","0.0001103928","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-06","2022","10","0.9892055722","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-07","2022","10","1.6758947645","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-08","2022","10","5.7100450804","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-09","2022","10","100.1156089017","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-10","2022","10","21.4295446974","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-11","2022","10","2.6124012862","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-12","2022","10","0.0885020268","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-13","2022","10","0.0004825071","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-18","2022","10","0.0009650141","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-20","2022","10","0.0006983657","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-25","2022","10","0.0004825071","NRSC VIC MODEL"
"Haryana","Faridabad","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-07","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-08","2022","10","0.0448878641","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-09","2022","10","0.849776379","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-10","2022","10","0.159203668","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-11","2022","10","9.0584447823","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-12","2022","10","1.6121161786","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-03","2022","10","0.0002853599","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-06","2022","10","0.2066238993","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-07","2022","10","2.9072409288","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-08","2022","10","1.4484812301","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-09","2022","10","76.8582878404","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-10","2022","10","18.1708877449","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-11","2022","10","0.6853178447","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-12","2022","10","0.0132609574","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-13","2022","10","0.0001303983","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-18","2022","10","0.001402236","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-20","2022","10","0.0003644565","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-25","2022","10","0.0012718377","NRSC VIC MODEL"
"Haryana","Gurugram","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-07","2022","10","0.0001333369","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-08","2022","10","0.1514256662","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-09","2022","10","1.9349409087","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-10","2022","10","0.5619642424","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-11","2022","10","1.8097686816","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-12","2022","10","0.9101451123","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Hisar","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-03","2022","10","1.26453E-5","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-06","2022","10","0.0001368374","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-07","2022","10","0.2152106495","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-08","2022","10","4.2521625535","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-09","2022","10","41.4480470293","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-10","2022","10","1.2073640026","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-11","2022","10","0.0396604853","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-12","2022","10","0.0089215891","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-18","2022","10","5.05813E-5","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-25","2022","10","5.05813E-5","NRSC VIC MODEL"
"Haryana","Jhajjar","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-07","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-08","2022","10","0.0707433425","NRSC VIC MODEL"
"Haryana","Jind","2022-10-09","2022","10","1.0757984509","NRSC VIC MODEL"
"Haryana","Jind","2022-10-10","2022","10","1.2775308775","NRSC VIC MODEL"
"Haryana","Jind","2022-10-11","2022","10","1.6001596306","NRSC VIC MODEL"
"Haryana","Jind","2022-10-12","2022","10","1.9346485921","NRSC VIC MODEL"
"Haryana","Jind","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Jind","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-07","2022","10","6.8523E-6","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-08","2022","10","0.0117514362","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-09","2022","10","0.932469942","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-10","2022","10","1.0142502291","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-11","2022","10","3.9751689465","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-12","2022","10","1.2504807396","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kaithal","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-06","2022","10","0.0005380869","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-07","2022","10","0.000252769","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-08","2022","10","0.0119266746","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-09","2022","10","5.748887416","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-10","2022","10","1.2788915832","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-11","2022","10","3.6955854189","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-12","2022","10","4.2562815839","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-13","2022","10","2.99103E-5","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Karnal","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-06","2022","10","0.0008380189","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-07","2022","10","0.0435545701","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-08","2022","10","0.0131934818","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-09","2022","10","0.759290721","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-10","2022","10","2.2576136837","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-11","2022","10","12.6516143683","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-12","2022","10","5.3164987469","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-13","2022","10","0.0005216225","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Kurukshetra","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-06","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-07","2022","10","0.0938981863","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-08","2022","10","8.0876459655","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-09","2022","10","54.6363443621","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-10","2022","10","1.3994300799","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-11","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-12","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Haryana","Mahendragarh","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-03","2022","10","0.0098483413","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-06","2022","10","1.44845377","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-07","2022","10","2.7846667072","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-08","2022","10","2.76311612","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-09","2022","10","105.0206142605","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-10","2022","10","13.294434086","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-11","2022","10","0.5726875504","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-12","2022","10","3.7220618895","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-13","2022","10","0.0014352971","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-18","2022","10","0.0726493678","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-19","2022","10","0.0048019481","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-20","2022","10","0.0008883806","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-25","2022","10","0.0657395949","NRSC VIC MODEL"
"Haryana","Nuh","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-06","2022","10","1.0064420186","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-07","2022","10","1.1762861906","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-08","2022","10","2.1811836077","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-09","2022","10","96.3805289319","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-10","2022","10","18.8331557605","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-11","2022","10","1.3218225837","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-12","2022","10","0.5969183223","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-13","2022","10","0.0617244588","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-18","2022","10","0.0005648616","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-20","2022","10","0.0003178533","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-25","2022","10","0.0002824308","NRSC VIC MODEL"
"Haryana","Palwal","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Haryana","Panchkula","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Haryana","Panchkula","2022-10-02","2022","10","1.1949E-5","NRSC VIC MODEL"
"Haryana","Panchkula","2022-10-03","2022","10","NA","NRSC VIC MODEL"
