"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Uttar Pradesh","Amroha","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Amroha","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-05","2022","10","0.7530923589","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-06","2022","10","2.4301642038","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-07","2022","10","9.7593898834","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-08","2022","10","11.7376670377","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-09","2022","10","40.2373961357","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-10","2022","10","51.901079476","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-11","2022","10","11.0858484649","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-12","2022","10","0.91655806","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Auraiya","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-02","2022","10","0.0034791096","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-03","2022","10","0.0004749936","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-05","2022","10","3.3067527082","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-06","2022","10","149.847919409","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-07","2022","10","39.6164261293","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-08","2022","10","12.9431251341","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-09","2022","10","1.4268041316","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-10","2022","10","45.3419761909","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-11","2022","10","52.1211381666","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-12","2022","10","8.1658215666","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-20","2022","10","0.2219953906","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ayodhya","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-01","2022","10","3.8288187305","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-02","2022","10","3.0671941865","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-04","2022","10","0.0003864617","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-05","2022","10","6.356380434","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-06","2022","10","25.1642539965","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-07","2022","10","0.8564373102","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-08","2022","10","31.7013804414","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-09","2022","10","0.2217921737","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-10","2022","10","15.1992166652","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-11","2022","10","5.217003018","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-12","2022","10","15.7042241665","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-13","2022","10","1.1212751842","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-16","2022","10","0.0976348303","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-17","2022","10","0.002221009","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-18","2022","10","0.0106674082","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-19","2022","10","0.0372444981","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-20","2022","10","0.0216341929","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-25","2022","10","0.0185511317","NRSC VIC MODEL"
"Uttar Pradesh","Azamgarh","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-05","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-06","2022","10","0.0046372673","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-07","2022","10","0.16693187","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-08","2022","10","4.7807228956","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-09","2022","10","31.9275176795","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-10","2022","10","5.5978878556","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-11","2022","10","0.9381480027","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-12","2022","10","0.0534169912","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Baghpat","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-01","2022","10","0.0359949485","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-02","2022","10","0.0021837829","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-05","2022","10","21.7623106539","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-06","2022","10","95.5571489178","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-07","2022","10","63.3153188269","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-08","2022","10","17.9554131878","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-09","2022","10","24.1209860136","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-10","2022","10","92.6128492207","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-11","2022","10","33.7924309376","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-12","2022","10","16.3080337248","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-20","2022","10","0.085820361","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-25","2022","10","0.0008646481","NRSC VIC MODEL"
"Uttar Pradesh","Bahraich","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-01","2022","10","0.0286427802","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-02","2022","10","0.0080084412","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-04","2022","10","5.0515497846","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-05","2022","10","13.8348100543","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-06","2022","10","9.0312012282","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-07","2022","10","0.0913108298","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-08","2022","10","5.6962065416","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-09","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-10","2022","10","0.9134639192","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-11","2022","10","6.3547014892","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-12","2022","10","11.3081601312","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-13","2022","10","0.0004522392","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-16","2022","10","0.0499789342","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-17","2022","10","0.0044787925","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-18","2022","10","0.0178799545","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-19","2022","10","0.0399933202","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-20","2022","10","0.0438999116","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-21","2022","10","0.0003929542","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Ballia","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-01","2022","10","0.0127937138","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-02","2022","10","0.064785329","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-05","2022","10","8.8906029906","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-06","2022","10","117.0867464766","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-07","2022","10","55.7220907226","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-08","2022","10","21.4828465143","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-09","2022","10","1.8047893433","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-10","2022","10","51.5491764093","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-11","2022","10","23.3137208926","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-12","2022","10","4.5142879045","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-16","2022","10","0.0238554588","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-18","2022","10","0.0003699022","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-19","2022","10","0.0988462","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-20","2022","10","0.1012135514","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-21","2022","10","5.9574E-6","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-25","2022","10","0.0149016922","NRSC VIC MODEL"
"Uttar Pradesh","Balrampur","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-03","2022","10","0.0248681175","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-04","2022","10","0.3179015437","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-05","2022","10","9.8227014104","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-06","2022","10","37.647229378","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-07","2022","10","16.806586877","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-08","2022","10","8.1777911283","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-09","2022","10","1.4309167655","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-10","2022","10","45.1172805036","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-11","2022","10","19.4677092173","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-12","2022","10","1.9548174913","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-13","2022","10","0.000628515","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Banda","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-05","2022","10","5.0544545845","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-06","2022","10","80.2048720527","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-07","2022","10","32.6655076637","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-08","2022","10","16.946895885","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-09","2022","10","7.0566785491","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-10","2022","10","76.4126935778","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-11","2022","10","59.7513152373","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-12","2022","10","5.1528768363","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-20","2022","10","0.0347132256","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Barabanki","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-04","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-05","2022","10","0.0059568661","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-06","2022","10","0.1893980918","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-07","2022","10","32.2112456639","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-08","2022","10","14.5875432255","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-09","2022","10","116.274456484","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-10","2022","10","91.5665300529","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-11","2022","10","34.1900177261","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-12","2022","10","0.0392929764","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-16","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bareilly","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-01","2022","10","0.006714106","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-02","2022","10","0.0927993279","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-04","2022","10","1.8809E-5","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-05","2022","10","1.6843294492","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-06","2022","10","149.4270934529","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-07","2022","10","5.5881445758","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-08","2022","10","5.9397440879","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-09","2022","10","0.1517999663","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-10","2022","10","21.7568028079","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-11","2022","10","24.1839316207","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-12","2022","10","17.886991148","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-13","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-14","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-15","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-16","2022","10","0.0001110178","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-17","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-18","2022","10","6.92466E-5","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-19","2022","10","0.0005084961","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-20","2022","10","0.0019156752","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-21","2022","10","0.0004455079","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-22","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-25","2022","10","0.0003780518","NRSC VIC MODEL"
"Uttar Pradesh","Basti","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-01","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-02","2022","10","3.3248559986","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-03","2022","10","NA","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-04","2022","10","0.3548826959","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-05","2022","10","37.3913598013","NRSC VIC MODEL"
"Uttar Pradesh","Bhadohi","2022-10-06","2022","10","2.0656139746","NRSC VIC MODEL"
